/* DATA DESCRIPTION:
Citation:	Hennekam, Rick; Van der Bolt, Bregje; Van Nes, Egbert H; de Lange, Gert J; Scheffer, Marten; Reichart, Gert-Jan (2020): Calibrated XRF-scanning data (mm resolution) for elements Al, Ba, Mo, Ti, and U in Mediterranean core 64PE406-E1. PANGAEA, https://doi.org/10.1594/PANGAEA.923191, 
	In: Hennekam, R et al. (2020): Calibrated XRF-scanning data (mm resolution) and calibration data (ICP-OES and ICP-MS) for elements Al, Ba, Mo, Ti, and U in Mediterranean cores MS21, MS66, and 64PE406E1. PANGAEA, https://doi.org/10.1594/PANGAEA.923197
Keyword(s):	geochemistry; Mediterranean Sea; sapropels; trace elements; XRF-scanning
Project(s):	Geochemical scanning of climate change analogues to assess future hypoxia in restricted basins (SCANALOGUE) (URI: https://www.nioz.nl/en/research/projects/4267-0)
Coverage:	LATITUDE: 33.301670 * LONGITUDE: 33.395000
	MINIMUM DEPTH, sediment/rock: 0.011 m * MAXIMUM DEPTH, sediment/rock: 7.736 m
Event(s):	64PE406-E1 * LATITUDE: 33.301670 * LONGITUDE: 33.395000 * ELEVATION: -1760.0 m * CAMPAIGN: 64PE406 (NESSC EAST MED) (URI: http://melia.nioz.nl/phptoweb/core/melia-core.php?script=viewcruise.inc&crid=64PE406) * BASIS: Pelagia (URI: https://www.nioz.nl/en/facilities/research-vessels/RV-pelagia) * METHOD/DEVICE: Piston corer (PC)
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com)
	DEPTH, sediment/rock [m] (Depth) * GEOCODE * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com)
	Aluminium [mg/kg] (Al) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Barium [mg/kg] (Ba) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Molybdenum [mg/kg] (Mo) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Titanium [mg/kg] (Ti) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Uranium [mg/kg] (U) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	38360 data points
*/
Age [ka BP]	Depth [m]	Al [mg/kg]	Ba [mg/kg]	Mo [mg/kg]	Ti [mg/kg]	U [mg/kg]
90.640	2.108	63702.917	174.719	2.500	5953.601	3.289
90.666	2.109	63582.182	200.475	1.686	5538.277	2.088
90.693	2.110	64011.314	185.246	1.805	5656.509	2.496
90.719	2.111	63918.992	177.743	1.627	5813.918	2.903
90.745	2.112	64056.713	188.751	1.425	5763.235	1.697
90.772	2.113	63284.322	184.286	1.299	5631.789	1.813
90.798	2.114	63574.525	187.535	1.726	5523.840	2.980
90.825	2.115	63992.934	148.513	1.651	5781.404	2.145
90.851	2.116	62748.209	171.005	2.088	5527.617	2.165
90.878	2.117	63389.734	236.659	1.930	5269.186	4.070
90.904	2.118	63607.781	183.691	1.725	5484.980	3.082
90.931	2.119	63830.284	165.011	2.099	5618.071	1.931
90.957	2.120	63528.178	150.445	1.587	5685.324	1.934
90.983	2.121	62636.303	155.131	1.614	5652.971	2.282
91.010	2.122	62233.425	138.049	1.830	5540.460	2.019
91.036	2.123	59704.030	210.044	0.959	5335.623	1.714
91.063	2.124	60982.383	151.913	2.023	5481.137	2.408
91.089	2.125	59355.585	153.543	2.016	5371.501	2.567
91.116	2.126	61167.370	206.957	2.744	5376.228	2.750
91.142	2.127	62440.254	174.804	1.777	5496.917	2.966
91.169	2.128	60330.392	124.568	2.064	5482.168	2.034
91.195	2.129	59334.831	128.049	1.828	5335.432	2.354
91.221	2.130	58960.634	156.479	1.456	5276.682	1.311
91.248	2.131	58522.311	196.622	1.812	5030.537	2.568
91.274	2.132	61526.814	188.008	2.579	5241.705	2.674
91.301	2.133	59697.357	131.766	1.398	5421.673	2.617
91.327	2.134	60648.669	156.828	1.494	5278.774	1.699
91.354	2.135	61423.281	84.766	1.223	5362.096	2.033
91.380	2.136	59188.060	178.747	2.176	5035.923	1.993
91.407	2.137	58325.222	130.819	1.726	5140.963	2.359
91.433	2.138	59907.267	176.140	1.579	5019.273	1.862
91.460	2.139	60605.762	170.467	1.524	5090.238	1.682
91.486	2.140	60784.608	180.793	1.873	5225.611	2.661
91.512	2.141	59487.855	121.295	1.886	5164.700	2.844
91.539	2.142	59494.585	146.457	0.580	5182.410	0.888
91.565	2.143	58848.024	147.527	1.327	5282.082	0.659
91.592	2.144	59471.917	169.462	1.011	5154.885	1.969
91.618	2.145	58552.035	161.344	1.133	4963.468	1.120
91.645	2.146	60736.763	148.969	1.269	5147.842	1.403
91.671	2.147	57675.321	126.775	1.171	5085.756	1.960
91.698	2.148	56728.514	171.228	2.698	4954.774	2.750
91.724	2.149	60188.800	160.034	1.803	5250.342	1.779
91.750	2.150	61691.609	190.622	1.501	5286.962	4.015
91.777	2.151	62089.375	183.728	1.920	5430.482	1.269
91.803	2.152	62965.025	191.557	1.269	5370.950	2.140
91.830	2.153	61045.541	159.696	1.750	5353.643	1.231
91.856	2.154	61475.790	128.449	1.277	5478.511	1.490
91.883	2.155	62597.782	141.669	2.085	5641.566	2.354
91.909	2.156	62226.367	169.363	2.222	5594.392	1.795
91.936	2.157	60211.564	225.757	1.601	5198.650	1.385
91.962	2.158	59642.888	179.509	2.585	5348.008	2.581
91.988	2.159	59292.514	166.316	1.765	5340.206	2.697
92.015	2.160	58822.523	102.868	1.755	5401.271	1.425
92.041	2.161	60552.185	155.719	2.481	5127.864	1.607
92.068	2.162	59443.490	218.607	2.098	5052.786	2.374
92.094	2.163	57856.033	234.437	2.709	4865.735	0.950
92.121	2.164	57846.656	139.996	2.214	5268.358	1.616
92.147	2.165	59220.827	182.867	1.425	5073.056	1.795
92.174	2.166	59414.854	155.268	1.757	5096.310	2.536
92.200	2.167	58284.103	125.473	1.848	5137.186	0.888
92.226	2.168	59264.634	147.738	2.178	5327.240	1.453
92.253	2.169	59148.328	132.323	0.919	5312.569	1.034
92.279	2.170	58998.484	148.020	1.209	5008.698	0.742
92.306	2.171	57387.607	205.386	1.862	5062.021	1.680
92.332	2.172	58819.702	163.184	2.280	5251.594	3.049
92.359	2.173	59270.471	130.100	1.421	5580.142	1.658
92.385	2.174	60601.031	156.336	2.071	5159.469	0.931
92.412	2.175	60579.039	156.340	1.942	5242.196	1.461
92.438	2.176	58930.352	130.225	1.545	5295.547	2.283
92.464	2.177	58124.734	158.038	2.078	5101.766	1.083
92.491	2.178	56970.939	167.153	2.791	4897.778	2.182
92.517	2.179	60901.664	164.194	1.528	5056.828	2.597
92.544	2.180	57489.975	145.203	2.052	5059.700	0.946
92.570	2.181	59885.567	198.656	1.465	5115.213	2.773
92.597	2.182	57879.907	183.395	1.504	4913.388	1.470
92.623	2.183	60039.367	205.824	1.229	5100.483	1.426
92.650	2.184	57043.837	161.563	1.048	5059.106	1.375
92.676	2.185	57659.008	139.759	1.782	5102.719	2.193
92.702	2.186	57666.803	159.525	2.279	5048.255	2.495
92.729	2.187	56488.650	149.022	1.410	5137.490	1.474
92.755	2.188	57822.977	128.437	1.567	5183.503	2.269
92.782	2.189	55748.194	100.764	1.805	5089.020	0.731
92.888	2.193	56319.453	180.330	1.950	4962.467	2.111
92.914	2.194	54243.917	167.674	1.395	4833.383	1.098
92.940	2.195	56447.347	175.053	1.379	4775.031	1.865
92.967	2.196	56954.698	138.846	1.828	4962.567	1.612
92.993	2.197	55950.760	124.888	1.271	4750.806	1.572
93.020	2.198	54747.549	150.520	1.499	4693.298	1.578
93.046	2.199	56075.615	141.608	2.059	4998.206	2.074
93.073	2.200	58286.470	168.700	1.052	4976.839	1.640
93.099	2.201	57395.231	175.111	1.738	4908.812	1.277
93.126	2.202	57988.441	195.295	1.563	4897.970	1.184
93.152	2.203	59169.524	214.260	0.835	5083.485	1.596
93.179	2.204	57162.932	148.934	1.561	4984.912	1.073
93.205	2.205	58485.747	165.504	2.069	5085.585	1.602
93.231	2.206	57611.058	153.851	2.220	5107.898	2.762
93.258	2.207	56410.923	171.580	1.375	4960.827	0.621
93.284	2.208	59694.297	172.222	1.355	5098.175	0.830
93.311	2.209	58452.506	202.443	3.098	5152.443	2.016
93.337	2.210	56248.232	158.296	1.867	4957.969	1.138
93.364	2.211	55089.339	142.917	1.268	4955.088	1.090
93.390	2.212	55967.393	156.120	1.032	5154.672	0.383
93.417	2.213	53698.571	173.540	2.449	4841.988	1.598
93.443	2.214	53242.930	136.095	2.029	4859.724	1.161
93.469	2.215	55003.530	134.513	2.077	4781.079	2.708
93.496	2.216	53780.158	178.663	1.854	4791.562	1.581
93.522	2.217	51478.484	190.823	1.486	4632.604	1.693
93.549	2.218	50071.859	196.218	0.957	4286.411	2.662
93.575	2.219	48767.189	213.672	0.949	4321.505	2.040
93.602	2.220	49396.382	187.944	0.895	4505.730	1.654
93.628	2.221	48064.687	133.698	1.238	4327.958	1.036
93.655	2.222	49146.655	145.486	1.460	4596.434	3.255
93.681	2.223	46953.010	109.004	0.927	4385.480	1.726
93.707	2.224	47896.818	197.785	1.494	4186.124	1.609
93.734	2.225	48914.421	143.834	1.402	4383.050	2.192
93.760	2.226	48124.936	159.604	2.310	4280.066	1.213
93.787	2.227	45095.100	119.372	1.572	4028.207	1.937
93.813	2.228	43581.453	135.563	1.549	3647.232	1.649
93.840	2.229	40135.218	152.642	1.919	3259.335	3.449
93.866	2.230	41784.205	131.874	2.466	3756.509	1.324
93.893	2.231	47784.925	152.324	1.911	4155.152	2.463
93.919	2.232	44746.274	140.820	1.722	3960.790	2.254
93.945	2.233	45154.120	188.948	2.219	3914.194	1.488
93.972	2.234	45680.180	179.079	2.267	4163.657	2.428
93.998	2.235	47282.598	189.124	1.979	4153.876	1.144
94.025	2.236	49795.225	214.669	2.339	4387.990	0.979
94.051	2.237	49593.600	157.060	1.951	4541.858	2.537
94.078	2.238	52894.753	197.336	1.807	4763.207	1.614
94.104	2.239	50353.891	137.480	1.580	4631.486	1.382
94.131	2.240	49606.828	176.719	1.044	4383.398	2.134
94.157	2.241	49845.934	148.041	2.025	4460.565	2.619
94.183	2.242	46931.513	151.749	2.095	4191.660	1.799
94.210	2.243	48190.879	138.919	1.503	4237.381	1.765
94.236	2.244	48604.627	177.351	1.355	4247.100	1.998
94.263	2.245	45018.538	153.327	1.956	4197.467	2.007
94.289	2.246	45279.325	172.435	2.747	4052.500	1.748
94.316	2.247	44259.335	130.169	1.739	4133.854	0.758
94.342	2.248	46788.859	139.801	1.230	4142.991	0.837
94.369	2.249	47847.563	177.085	1.895	4168.210	1.270
94.395	2.250	48142.252	126.801	1.444	4463.186	1.368
94.421	2.251	48252.765	137.704	2.130	4405.933	1.977
94.448	2.252	46151.504	148.987	1.968	4201.489	1.104
94.474	2.253	46360.387	140.146	1.507	3998.557	1.818
94.501	2.254	43696.772	111.201	1.629	3950.954	1.964
94.527	2.255	44322.809	147.161	1.901	3937.245	1.451
94.554	2.256	46637.747	139.776	1.364	4142.066	1.830
94.580	2.257	48031.945	192.858	1.129	4152.516	1.622
94.607	2.258	43999.248	111.321	1.591	3901.133	1.246
94.633	2.259	44704.071	136.696	2.286	3870.031	3.198
94.660	2.260	43404.370	147.958	2.090	3794.169	1.784
94.686	2.261	41417.398	135.410	2.386	3852.469	1.487
94.712	2.262	44261.341	137.347	1.481	4085.149	1.626
94.739	2.263	43260.714	142.993	1.619	3913.305	1.252
94.765	2.264	42770.505	119.293	1.657	3853.204	1.683
94.792	2.265	42386.027	154.906	1.639	3862.327	0.997
94.818	2.266	41496.348	137.156	2.724	3830.768	2.101
94.845	2.267	44382.242	147.722	2.769	3972.064	2.064
94.871	2.268	43905.052	132.188	2.000	4024.591	1.262
94.898	2.269	45467.447	160.323	0.923	4260.272	1.546
94.924	2.270	46798.967	138.030	0.886	4110.067	1.345
94.950	2.271	46935.966	137.374	1.071	4287.884	0.932
94.977	2.272	44510.795	133.840	1.370	4247.753	0.337
95.003	2.273	42093.769	176.520	2.177	3719.341	1.460
95.030	2.274	44521.549	156.545	1.843	3808.018	3.534
95.056	2.275	42338.617	147.940	2.098	3778.152	1.431
95.083	2.276	44124.567	133.588	1.403	4012.907	1.185
95.109	2.277	43288.902	127.282	1.638	3845.330	2.550
95.136	2.278	44703.442	141.076	1.772	3941.544	1.761
95.162	2.279	43946.634	127.450	1.814	3974.479	1.190
95.188	2.280	43284.087	135.608	2.014	3939.678	1.644
95.215	2.281	42365.542	132.232	1.397	3926.507	2.363
95.241	2.282	43775.275	165.703	1.336	3834.318	0.968
95.268	2.283	44020.562	145.209	1.456	3911.789	1.385
95.294	2.284	43943.474	122.936	1.754	4073.066	0.957
95.321	2.285	44886.341	187.630	2.337	4051.845	1.982
95.347	2.286	42639.660	168.984	2.354	3787.389	1.616
95.374	2.287	43202.518	127.617	1.918	4110.419	1.537
95.400	2.288	44555.767	116.737	2.515	4106.691	1.526
95.426	2.289	45254.839	139.403	1.521	4149.674	1.013
95.453	2.290	47436.277	147.104	2.517	4330.782	2.422
95.479	2.291	45028.179	176.287	1.402	3972.390	0.660
95.506	2.292	43759.530	136.459	1.772	4062.621	1.473
95.532	2.293	44580.551	132.765	1.152	3923.329	1.529
95.559	2.294	44698.703	112.851	1.927	3920.970	1.350
95.585	2.295	46005.323	176.899	0.990	3976.172	1.956
95.612	2.296	46587.199	174.616	1.500	4108.511	2.178
95.638	2.297	45832.971	155.117	1.539	4166.097	1.190
95.664	2.298	47005.147	167.422	2.121	4182.357	1.382
95.691	2.299	47006.791	145.989	1.081	4363.225	1.795
95.717	2.300	49066.862	136.243	2.140	4516.663	1.650
95.744	2.301	47125.555	204.351	1.860	3948.425	1.351
95.770	2.302	48008.151	111.979	1.003	4300.469	1.986
95.797	2.303	46200.524	151.358	1.160	4251.668	1.782
95.823	2.304	44827.984	125.505	1.619	4107.456	2.250
95.850	2.305	44236.599	133.690	1.411	4045.687	1.185
95.876	2.306	44651.521	126.708	0.943	4144.502	0.657
95.902	2.307	46638.551	145.639	2.016	4236.488	0.735
95.929	2.308	46452.050	128.677	1.159	4292.820	0.780
95.955	2.309	46850.845	142.121	1.693	4131.009	2.889
95.982	2.310	46494.749	125.879	2.314	4178.414	2.155
96.008	2.311	44868.995	114.926	2.330	4099.907	1.502
96.035	2.312	45252.853	139.561	3.372	3959.125	2.187
96.061	2.313	44123.972	114.554	2.446	3841.732	2.888
96.088	2.314	44951.845	133.939	2.056	3975.481	1.533
96.114	2.315	44590.686	174.427	1.943	3836.298	2.162
96.140	2.316	46835.581	164.897	1.402	4198.779	0.769
96.167	2.317	46006.899	133.649	1.459	4163.246	1.435
96.193	2.318	47665.870	153.938	1.369	4170.033	1.818
96.220	2.319	47014.780	171.311	1.054	4080.965	1.905
96.246	2.320	47523.807	130.433	1.444	4155.600	1.350
96.273	2.321	49239.472	155.461	1.520	4305.464	1.685
96.299	2.322	47631.225	140.283	1.646	4285.439	1.770
96.326	2.323	45954.399	159.550	1.637	4171.382	2.525
96.352	2.324	42142.421	103.683	1.114	3822.888	1.231
96.379	2.325	41794.380	149.092	1.371	3675.806	1.292
96.405	2.326	42205.293	124.723	1.441	3766.760	1.419
96.431	2.327	41363.395	124.609	1.244	3582.285	1.697
96.458	2.328	42108.660	157.503	1.456	3838.725	1.067
96.484	2.329	43073.087	145.624	1.277	3794.556	2.055
96.511	2.330	44916.739	193.330	2.202	3715.411	2.518
96.537	2.331	43175.053	152.748	1.908	3737.383	0.961
96.564	2.332	46494.493	139.885	1.285	3964.281	1.124
96.590	2.333	47709.482	158.560	1.303	4028.088	2.059
96.617	2.334	48167.881	168.159	1.228	4219.261	1.828
96.643	2.335	47780.286	143.258	1.958	4120.831	1.444
96.669	2.336	49305.129	162.401	1.109	4353.727	0.582
96.696	2.337	51614.356	176.632	1.383	4629.505	1.683
96.722	2.338	51663.895	166.253	1.194	4565.223	1.681
96.749	2.339	47896.454	162.908	1.761	4293.542	1.170
96.775	2.340	47790.040	177.118	1.159	4233.333	0.988
96.802	2.341	48908.136	153.035	1.488	4370.401	0.820
96.828	2.342	52451.901	148.518	1.487	4490.084	1.986
96.855	2.343	51108.507	155.000	1.319	4539.793	0.708
96.881	2.344	53066.528	111.197	1.490	4658.313	1.190
96.907	2.345	51880.186	110.806	1.034	4560.412	1.127
96.934	2.346	50899.561	157.965	1.474	4483.140	1.384
96.960	2.347	50177.497	187.016	1.406	4252.881	1.354
96.987	2.348	50087.902	202.339	1.290	4241.995	1.565
97.013	2.349	51155.745	143.641	1.128	4562.405	1.023
97.040	2.350	51033.309	131.475	1.461	4600.890	0.623
97.066	2.351	50314.252	152.956	2.001	4566.944	1.060
97.093	2.352	51436.579	140.630	1.787	4680.687	1.029
97.119	2.353	51628.190	138.851	2.088	4581.814	1.989
97.145	2.354	49925.844	171.994	1.456	4371.605	2.306
97.172	2.355	51845.143	170.353	1.406	4545.238	0.531
97.198	2.356	52070.125	156.677	1.127	4565.987	1.549
97.225	2.357	51039.647	135.103	1.481	4533.983	0.614
97.251	2.358	52642.428	138.025	1.489	4613.590	0.686
97.278	2.359	55595.050	200.762	1.767	4665.384	2.281
97.304	2.360	56120.753	171.400	1.787	4717.639	1.226
97.331	2.361	56696.038	205.578	1.287	4721.636	2.678
97.357	2.362	55757.251	183.450	1.148	4719.776	1.306
97.383	2.363	56532.089	172.833	2.196	4817.332	1.021
97.410	2.364	54366.855	165.236	1.340	4655.527	0.759
97.436	2.365	54870.519	147.039	1.505	4843.571	0.743
97.463	2.366	56867.092	145.834	1.521	4831.622	1.336
97.489	2.367	54419.239	199.176	1.346	4699.776	1.222
97.516	2.368	55714.036	146.749	1.452	4786.331	0.946
97.542	2.369	57657.391	242.378	1.496	4782.676	1.923
97.569	2.370	54249.301	151.210	1.307	4830.149	1.393
97.595	2.371	55333.288	147.156	1.348	4959.094	0.763
97.621	2.372	56798.147	195.935	1.539	4721.686	2.407
97.648	2.373	53667.807	134.859	1.675	4658.129	1.354
97.674	2.374	55319.420	130.707	1.794	4783.954	1.369
97.701	2.375	54915.382	214.283	1.824	4448.193	1.692
97.727	2.376	53754.119	155.482	1.537	4675.610	2.248
97.754	2.377	53364.314	168.764	1.920	4662.278	1.187
97.780	2.378	54052.234	160.207	1.790	4730.433	1.417
97.807	2.379	53603.743	131.379	0.978	4782.562	0.564
97.833	2.380	55104.054	161.150	1.523	4759.013	1.274
97.860	2.381	52447.414	125.431	1.769	4848.917	1.668
97.886	2.382	52895.453	129.301	1.496	4687.683	1.466
97.912	2.383	53957.399	158.910	1.624	4712.687	0.567
97.939	2.384	52878.007	176.575	1.525	4537.436	1.853
97.965	2.385	54560.804	171.687	2.704	4956.356	1.351
97.992	2.386	54084.573	198.515	0.898	4736.062	1.723
98.018	2.387	53285.716	151.249	1.568	4625.230	1.114
98.045	2.388	55951.990	154.348	1.987	4906.811	1.626
98.071	2.389	56033.165	155.658	1.040	4948.601	1.368
98.098	2.390	57366.796	186.004	1.429	4909.062	1.135
98.124	2.391	58859.995	184.083	1.720	5048.968	1.671
98.150	2.392	58019.715	107.598	1.263	5377.507	1.036
98.177	2.393	59775.831	177.890	1.130	5116.419	2.296
98.203	2.394	58458.426	173.103	1.481	5307.622	1.025
98.230	2.395	58300.406	163.459	1.727	5178.736	0.764
98.256	2.396	58297.667	221.003	1.874	4827.915	1.097
98.283	2.397	59483.136	172.913	1.936	5042.650	1.155
98.309	2.398	59336.630	190.114	1.353	4908.318	1.972
98.336	2.399	60390.286	155.971	2.026	5068.455	1.435
98.362	2.400	60778.284	204.676	1.227	4871.149	1.277
98.388	2.401	57893.570	173.850	1.509	5093.238	1.574
98.415	2.402	57363.685	206.174	1.267	4996.441	1.085
98.441	2.403	57280.573	136.164	1.624	5173.621	1.007
98.468	2.404	58494.978	202.712	1.572	5127.264	1.796
98.494	2.405	59168.096	160.214	2.472	5069.875	2.508
98.521	2.406	58318.168	143.120	2.320	5026.028	1.240
98.547	2.407	60908.830	180.544	1.705	5037.003	2.065
98.574	2.408	58855.834	121.626	1.300	4994.067	0.766
98.600	2.409	60155.982	184.098	1.777	5013.037	1.638
98.626	2.410	58719.970	156.187	1.096	4944.335	0.392
98.653	2.411	59125.165	178.032	1.452	5032.437	1.355
98.679	2.412	61117.300	174.817	1.486	5210.665	1.670
98.706	2.413	60409.590	161.611	2.640	5239.992	1.827
98.732	2.414	60336.613	150.616	1.822	4956.608	1.462
98.759	2.415	61699.613	201.801	1.701	5028.294	0.962
98.785	2.416	60183.092	129.852	1.230	5058.365	1.647
98.812	2.417	60669.086	148.480	1.070	5123.796	1.559
98.838	2.418	60946.495	198.123	1.454	4882.724	2.070
98.864	2.419	61793.710	138.527	1.493	5162.624	1.860
98.891	2.420	60172.494	158.688	1.517	4964.744	1.176
98.917	2.421	59426.066	177.729	2.498	5109.082	1.903
98.944	2.422	60613.796	156.919	1.481	5183.444	1.571
98.970	2.423	62538.569	174.376	2.862	5268.127	1.953
98.997	2.424	62810.310	189.227	2.228	5456.153	2.829
99.023	2.425	63870.661	195.407	2.128	5499.616	1.967
99.050	2.426	62471.695	185.087	1.481	5386.271	1.032
99.076	2.427	60829.852	200.308	1.907	5215.961	1.107
99.102	2.428	62536.165	220.490	2.201	5124.680	2.190
99.129	2.429	60084.481	200.249	1.931	4859.157	1.695
99.155	2.430	63235.542	169.676	1.133	5148.708	1.351
99.182	2.431	62567.823	161.386	2.743	5192.154	1.888
99.208	2.432	61841.416	146.908	2.030	5265.156	1.516
99.235	2.433	61475.969	177.466	1.225	5010.644	0.730
99.261	2.434	60448.094	147.299	2.130	5082.821	1.190
99.288	2.435	60203.679	145.271	1.527	5015.758	1.443
99.314	2.436	59052.164	186.617	1.739	4901.261	0.845
99.340	2.437	58834.371	179.592	2.356	5089.497	1.314
99.367	2.438	58940.545	224.709	2.358	5075.061	1.838
99.393	2.439	60363.717	217.531	3.679	5256.632	3.695
99.420	2.440	62263.595	191.328	1.731	5288.375	1.534
99.446	2.441	62973.612	153.163	1.816	5580.209	2.078
99.473	2.442	61543.570	148.871	1.908	5365.339	1.551
99.499	2.443	61270.456	185.341	2.398	5404.215	2.390
99.526	2.444	62874.761	221.836	2.507	5368.649	2.940
99.552	2.445	63940.803	165.704	2.676	5455.785	1.955
99.579	2.446	62147.397	186.437	3.044	5462.010	2.500
99.605	2.447	61532.108	136.872	2.483	5358.275	1.406
99.631	2.448	62410.592	195.491	1.606	5087.550	2.920
99.658	2.449	62744.560	185.763	2.409	5196.818	1.162
99.684	2.450	61691.373	153.811	1.650	5234.473	1.805
99.711	2.451	62821.660	134.150	1.361	5351.025	0.390
99.737	2.452	63866.606	174.010	1.438	5221.807	1.899
99.764	2.453	65309.792	117.156	1.393	5376.720	1.348
99.790	2.454	62843.769	159.169	1.544	5129.224	0.856
99.817	2.455	64729.171	169.422	1.331	5159.838	1.225
99.843	2.456	63571.152	169.752	0.862	5127.393	1.718
99.869	2.457	63168.926	190.811	2.148	5110.020	1.620
99.896	2.458	63717.574	145.993	1.559	5203.297	2.260
99.922	2.459	63143.928	119.933	1.229	5251.392	1.345
99.949	2.460	64742.802	182.621	3.965	5222.368	2.835
99.975	2.461	65309.724	157.802	1.717	5445.638	1.064
100.002	2.462	65173.695	185.835	2.265	5554.544	2.912
100.028	2.463	65268.250	127.931	1.691	5617.353	1.037
100.055	2.464	65071.946	141.887	2.121	5527.188	2.081
100.081	2.465	63245.375	122.476	2.377	5431.315	1.161
100.107	2.466	62168.303	166.312	2.576	5308.388	1.451
100.134	2.467	61288.381	185.067	1.927	4794.736	1.828
100.160	2.468	61181.658	122.837	2.258	5088.273	2.180
100.187	2.469	58928.991	165.156	2.623	5042.388	1.423
100.213	2.470	60479.094	149.995	2.002	5062.538	1.093
100.240	2.471	61277.282	146.373	1.601	5062.652	1.601
100.266	2.472	61201.579	188.609	2.352	5055.649	2.094
100.293	2.473	62847.622	132.089	2.361	5317.377	1.304
100.319	2.474	63639.258	169.325	2.399	5385.033	1.432
100.345	2.475	61152.728	122.118	1.694	5191.969	0.495
100.372	2.476	63578.678	224.863	2.100	4892.128	1.949
100.398	2.477	63229.057	192.009	1.842	4890.567	1.952
100.425	2.478	60923.353	211.254	1.447	4901.485	1.001
100.451	2.479	62853.779	235.409	2.752	4900.185	1.780
100.478	2.480	65273.476	218.553	1.655	5056.847	1.075
100.504	2.481	62549.274	131.256	1.994	5072.321	0.838
100.531	2.482	64701.879	167.490	1.638	5061.115	1.482
100.557	2.483	62975.748	187.724	2.426	5151.403	2.695
100.583	2.484	64608.122	182.487	3.411	5261.480	1.938
100.610	2.485	62516.281	125.679	2.160	5243.431	0.982
100.636	2.486	62586.166	145.781	2.247	5162.855	0.942
100.663	2.487	63576.962	144.959	2.796	5267.794	0.949
100.689	2.488	64884.730	149.091	2.025	5204.114	1.177
100.716	2.489	65264.003	169.859	2.740	5221.935	1.612
100.742	2.490	66004.695	152.934	2.438	5091.656	1.389
100.769	2.491	64279.315	167.103	1.794	5243.780	2.428
100.795	2.492	64121.427	168.888	2.099	5037.097	1.354
100.821	2.493	63151.220	171.380	2.387	4993.098	1.040
100.848	2.494	64830.892	128.101	2.084	5317.661	1.743
100.874	2.495	64763.000	90.386	2.161	5437.107	0.912
100.901	2.496	64147.187	200.343	2.107	5204.160	2.494
100.927	2.497	64900.168	211.976	2.051	5064.319	1.526
100.954	2.498	63206.830	151.851	3.714	5168.291	1.230
100.980	2.499	63523.199	156.467	2.367	5232.716	1.175
101.007	2.500	63239.796	130.659	1.843	5210.448	1.441
101.033	2.501	64253.523	134.159	2.959	5340.488	1.955
101.060	2.502	62051.831	130.558	1.879	5081.354	1.708
101.086	2.503	64675.454	181.168	1.484	5006.723	1.440
101.112	2.504	64949.464	148.626	1.508	5242.521	0.789
101.139	2.505	63428.268	118.199	1.159	5221.046	1.835
101.165	2.506	65317.088	153.046	1.725	5069.490	1.981
101.192	2.507	65825.197	190.492	1.077	5253.158	1.459
101.218	2.508	63722.171	183.199	3.589	5105.687	1.742
101.245	2.509	63788.940	126.355	1.838	5295.025	1.568
101.271	2.510	65135.519	152.544	1.756	5216.603	2.329
101.298	2.511	64183.750	154.777	2.066	5051.246	1.292
101.324	2.512	64322.533	136.486	2.006	5020.100	1.855
101.350	2.513	65127.976	173.821	1.316	5063.529	1.574
101.377	2.514	63542.422	133.702	1.840	5152.542	1.242
101.403	2.515	61330.742	180.738	1.497	4987.267	1.304
101.430	2.516	63879.326	143.397	2.507	5079.246	1.044
101.456	2.517	64495.147	178.407	2.193	5027.983	1.312
101.483	2.518	64051.470	200.685	1.959	4944.393	1.270
101.509	2.519	66583.720	146.986	1.417	5314.642	0.941
101.536	2.520	64583.497	155.842	1.747	5037.843	1.446
101.562	2.521	62479.887	157.009	2.173	4887.224	2.132
101.588	2.522	64875.760	141.949	1.864	5147.845	0.894
101.615	2.523	65805.345	177.820	1.976	5007.004	2.797
101.641	2.524	63903.004	127.484	2.708	5192.444	1.252
101.668	2.525	64692.437	83.658	1.699	5204.465	1.165
101.694	2.526	64799.230	148.202	1.582	4989.834	1.263
101.721	2.527	64030.641	156.624	1.635	5059.288	1.329
101.747	2.528	64786.318	195.931	3.127	5085.008	0.793
