/* DATA DESCRIPTION:
Citation:	Hennekam, Rick; Van der Bolt, Bregje; Van Nes, Egbert H; de Lange, Gert J; Scheffer, Marten; Reichart, Gert-Jan (2020): Calibrated XRF-scanning data (mm resolution) for elements Al, Ba, Mo, Ti, and U in Mediterranean core MS21PC. PANGAEA, https://doi.org/10.1594/PANGAEA.923192, 
	In: Hennekam, R et al. (2020): Calibrated XRF-scanning data (mm resolution) and calibration data (ICP-OES and ICP-MS) for elements Al, Ba, Mo, Ti, and U in Mediterranean cores MS21, MS66, and 64PE406E1. PANGAEA, https://doi.org/10.1594/PANGAEA.923197
Keyword(s):	geochemistry; Mediterranean Sea; sapropels; trace elements; XRF-scanning
Project(s):	Geochemical scanning of climate change analogues to assess future hypoxia in restricted basins (SCANALOGUE) (URI: https://www.nioz.nl/en/research/projects/4267-0)
Coverage:	LATITUDE: 32.344970 * LONGITUDE: 31.650080
	DATE/TIME START: 2004-06-29T07:59:57 * DATE/TIME END: 2004-06-29T07:59:57
	MINIMUM DEPTH, sediment/rock: 0.011 m * MAXIMUM DEPTH, sediment/rock: 7.516 m
Event(s):	MS21PC (MIMES_43) * LATITUDE: 32.344970 * LONGITUDE: 31.650080 * DATE/TIME: 2004-06-29T07:59:57 * ELEVATION: -1022.0 m * LOCATION: Osiris & Amon Mud Volcano * CAMPAIGN: MIMES * BASIS: Pelagia (URI: https://www.nioz.nl/en/facilities/research-vessels/RV-pelagia) * METHOD/DEVICE: Piston corer (PC) * COMMENT: MS21PC Bottom
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com)
	DEPTH, sediment/rock [m] (Depth) * GEOCODE * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com)
	Aluminium [mg/kg] (Al) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Barium [mg/kg] (Ba) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Molybdenum [mg/kg] (Mo) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Titanium [mg/kg] (Ti) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Uranium [mg/kg] (U) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	37300 data points
*/
Age [ka BP]	Depth [m]	Al [mg/kg]	Ba [mg/kg]	Mo [mg/kg]	Ti [mg/kg]	U [mg/kg]
12.873	1.364	79923.301	223.260	1.276	7046.458	1.253
12.881	1.365	78793.617	216.171	2.651	6906.924	1.344
12.888	1.366	80249.433	235.663	1.760	6929.147	1.953
12.896	1.367	79506.879	192.819	2.425	7098.832	2.127
12.903	1.368	80108.558	201.696	2.058	6948.015	2.168
12.911	1.369	79543.732	241.417	3.594	6916.218	4.138
12.918	1.370	80332.952	230.655	1.578	6922.886	2.702
12.926	1.371	79104.064	149.457	2.540	7171.605	2.008
12.933	1.372	79459.293	234.017	1.876	6901.873	1.833
12.941	1.373	79232.955	221.303	2.800	6894.021	2.023
12.948	1.374	80948.510	219.704	1.802	6948.173	2.152
12.956	1.375	79359.527	218.902	2.509	6832.615	2.304
12.963	1.376	79496.711	193.059	2.578	6865.207	1.765
12.971	1.377	79640.065	197.217	2.561	6882.232	3.304
12.978	1.378	78654.279	208.870	2.485	6996.770	1.485
12.986	1.379	77291.545	248.264	1.495	6907.120	3.046
12.993	1.380	80402.843	202.914	2.075	7060.819	2.941
13.001	1.381	80380.428	239.878	2.137	6778.992	3.589
13.008	1.382	78639.937	186.997	2.719	6896.027	2.852
13.016	1.383	78892.417	190.644	1.786	6940.792	1.792
13.023	1.384	79912.305	221.244	1.425	6977.456	2.076
13.031	1.385	80213.702	232.157	2.417	6937.373	2.826
13.038	1.386	79339.313	180.243	1.621	7031.182	1.991
13.045	1.387	78991.676	226.183	2.442	7156.595	1.422
13.053	1.388	80683.868	237.651	2.195	7050.116	2.193
13.060	1.389	80062.885	180.395	1.240	7146.655	1.322
13.068	1.390	78753.217	185.983	1.803	6994.364	2.050
13.075	1.391	78430.990	213.120	1.644	6857.353	1.808
13.083	1.392	78083.102	186.122	1.632	6926.293	2.647
13.090	1.393	80359.111	179.197	1.250	6972.721	3.409
13.098	1.394	79357.996	198.393	1.643	6848.788	2.618
13.105	1.395	79297.607	188.167	1.400	6983.321	3.449
13.113	1.396	76564.868	177.801	2.451	7133.168	0.924
13.120	1.397	78567.906	240.393	1.155	6870.908	1.974
13.128	1.398	78301.982	182.892	1.832	7058.726	2.377
13.136	1.399	78870.294	177.731	2.003	7173.725	2.142
13.145	1.400	78575.687	283.023	1.211	7141.363	1.391
13.153	1.401	80229.710	244.220	2.187	7001.628	2.206
13.162	1.402	76661.375	191.206	1.551	7143.439	1.639
13.171	1.403	79027.664	224.255	1.630	7061.481	2.643
13.180	1.404	78144.891	258.982	1.187	6867.902	2.049
13.189	1.405	78096.195	193.738	1.321	7086.417	1.765
13.199	1.406	77725.546	246.349	1.710	6936.774	1.883
13.208	1.407	77184.720	189.693	1.470	7007.443	2.197
13.217	1.408	77254.867	277.134	1.798	6843.070	1.580
13.227	1.409	77253.897	211.194	2.267	6652.948	1.597
13.236	1.410	77064.856	220.898	1.503	6986.150	1.351
13.245	1.411	76912.568	218.278	1.580	6885.982	2.537
13.255	1.412	76714.170	241.089	1.499	6773.555	3.030
13.264	1.413	76155.425	172.247	1.085	6966.188	1.910
13.274	1.414	76560.386	176.819	1.490	7012.887	2.350
13.283	1.415	78985.058	308.996	1.533	6661.981	1.737
13.293	1.416	77476.777	204.232	1.765	6881.769	2.923
13.302	1.417	77060.361	235.153	1.035	6719.149	2.479
13.312	1.418	78886.716	194.991	1.205	6958.385	2.365
13.322	1.419	77759.328	196.424	1.304	6719.049	2.145
13.331	1.420	76729.685	240.454	1.534	6658.677	3.325
13.341	1.421	78259.253	228.968	2.009	6654.094	2.719
13.350	1.422	76689.104	156.940	1.925	6871.433	1.839
13.360	1.423	76963.337	251.791	1.600	6499.595	2.527
13.369	1.424	77314.745	218.471	1.916	6649.707	1.856
13.379	1.425	75682.275	206.239	1.478	6665.495	2.743
13.388	1.426	75946.256	203.080	1.381	6527.248	1.509
13.398	1.427	74848.027	192.146	1.546	6723.312	2.032
13.408	1.428	76135.705	174.543	1.491	6840.405	2.054
13.417	1.429	74549.942	229.639	1.424	6761.498	1.602
13.427	1.430	75581.674	198.072	1.628	6793.181	1.622
13.436	1.431	73627.755	177.463	1.309	6827.081	1.796
13.446	1.432	75840.372	181.707	1.204	7083.644	1.093
13.456	1.433	75495.205	192.047	1.487	6736.596	1.992
13.465	1.434	75139.241	216.870	1.551	6693.691	1.235
13.475	1.435	75131.477	164.488	1.357	6883.148	2.676
13.484	1.436	74409.696	200.300	1.606	6758.945	2.779
13.494	1.437	75589.520	195.385	1.319	7029.768	2.066
13.504	1.438	77590.937	224.112	2.332	6782.806	2.837
13.513	1.439	75511.039	177.975	1.433	6853.646	1.443
13.523	1.440	76424.500	261.770	1.976	6722.290	2.715
13.532	1.441	74940.443	187.901	2.421	6843.424	2.243
13.542	1.442	76826.982	212.467	1.880	6747.085	2.117
13.551	1.443	77490.381	235.567	1.769	6713.542	3.814
13.561	1.444	77645.517	191.972	1.933	6895.829	4.466
13.570	1.445	75914.841	192.256	2.330	6898.115	2.564
13.580	1.446	76664.985	247.430	2.439	6726.530	3.953
13.589	1.447	74862.263	211.887	1.633	6799.662	2.043
13.600	1.448	77530.196	181.627	1.615	7011.552	2.878
13.612	1.449	76940.607	276.300	2.829	6702.559	2.799
13.625	1.450	75624.339	254.996	1.939	6674.773	6.468
13.637	1.451	76295.399	243.677	1.837	6719.713	4.195
13.649	1.452	78442.628	196.383	1.419	6913.260	3.454
13.663	1.453	77820.422	229.845	1.987	6795.612	3.429
13.679	1.454	77368.635	287.980	1.980	6689.421	2.846
13.694	1.455	75770.933	258.245	2.116	6755.904	2.967
13.709	1.456	76965.033	218.469	1.588	6989.611	1.826
13.725	1.457	74558.028	223.167	2.016	6644.037	2.023
13.740	1.458	76219.809	253.298	1.383	6687.763	2.099
13.755	1.459	75575.910	217.391	2.251	6764.228	2.217
13.770	1.460	75368.754	197.290	1.169	6791.446	1.899
13.786	1.461	76107.792	146.724	1.502	6981.545	1.535
13.801	1.462	75203.241	223.586	2.573	6791.134	2.364
13.816	1.463	77333.762	242.599	2.494	6861.110	2.428
13.831	1.464	75264.628	168.436	2.190	7118.749	1.553
13.846	1.465	76921.677	200.870	1.900	7000.058	3.204
13.862	1.466	75914.349	171.738	1.964	7026.873	4.165
13.877	1.467	74641.639	249.811	2.339	6784.844	5.437
13.967	1.473	78295.402	226.843	1.731	7554.201	2.264
13.982	1.474	79765.273	236.758	1.168	7240.369	2.256
13.997	1.475	76834.894	255.595	0.870	7221.710	2.614
14.012	1.476	77584.844	229.261	0.684	7420.052	1.344
14.027	1.477	77649.292	225.196	0.835	7242.096	1.408
14.042	1.478	77787.856	227.374	0.936	7212.423	1.509
14.057	1.479	78620.308	210.893	0.981	7066.641	2.506
14.072	1.480	78077.238	282.952	1.487	6967.355	4.833
14.087	1.481	76535.743	173.076	1.128	7284.003	1.554
14.102	1.482	75504.234	180.929	1.548	6968.509	2.585
14.117	1.483	75812.417	181.370	1.171	7062.960	2.276
14.132	1.484	78709.914	230.048	0.848	7131.021	1.792
14.147	1.485	76449.830	219.807	1.689	7037.224	1.625
14.162	1.486	78328.613	235.698	1.296	7202.573	3.194
14.177	1.487	79398.343	215.022	1.307	7028.274	2.195
14.192	1.488	77441.168	244.653	0.994	6853.424	2.137
14.207	1.489	76732.924	221.148	1.476	6935.878	1.306
14.222	1.490	76959.162	190.750	1.023	7081.176	2.474
14.237	1.491	77377.943	186.957	1.191	7089.151	1.574
14.252	1.492	77494.585	242.882	0.807	7056.700	1.361
14.267	1.493	77192.537	200.319	1.037	7070.243	2.770
14.282	1.494	79395.205	219.322	1.452	6989.728	1.753
14.297	1.495	77698.179	233.908	0.958	7175.846	1.286
14.312	1.496	78462.210	192.746	0.628	7327.998	0.977
14.327	1.497	76834.491	160.879	0.920	7571.157	1.185
14.342	1.498	77690.955	228.869	1.682	7575.538	1.640
14.358	1.499	79281.113	290.644	1.722	7484.459	2.055
14.374	1.500	79426.678	241.771	2.434	7475.804	1.741
14.391	1.501	80491.273	218.407	2.148	7638.032	2.094
14.407	1.502	78854.760	214.854	1.934	7387.914	3.275
14.423	1.503	80278.549	228.483	1.582	7541.330	2.258
14.441	1.504	78845.923	254.161	2.051	7594.808	2.470
14.458	1.505	79305.815	206.746	1.583	7361.201	2.081
14.475	1.506	77399.804	201.116	1.689	7350.606	1.942
14.492	1.507	78615.374	219.191	1.637	7298.137	1.844
14.509	1.508	79439.845	197.088	1.177	7368.327	2.770
14.527	1.509	79324.280	190.710	1.332	7409.475	2.025
14.544	1.510	79776.155	190.544	1.810	7538.743	2.500
14.561	1.511	79558.717	228.247	2.474	7294.678	1.321
14.578	1.512	79175.447	219.652	1.461	7086.664	1.476
14.595	1.513	79220.282	204.222	1.839	7727.158	1.753
14.613	1.514	80075.048	212.346	2.752	8022.329	2.139
14.630	1.515	80550.098	265.166	1.591	7537.598	3.310
14.647	1.516	82126.345	234.679	3.089	8001.376	2.375
14.665	1.517	80244.404	258.021	2.213	7627.461	2.740
14.682	1.518	79263.703	221.136	1.518	7311.093	2.005
14.699	1.519	79309.843	222.959	1.576	7151.257	1.646
14.716	1.520	79097.422	247.824	1.839	7205.528	3.020
14.733	1.521	79492.257	218.010	1.654	7149.095	2.950
14.751	1.522	79199.329	254.405	1.092	7200.302	3.074
14.768	1.523	79843.973	181.045	2.424	7597.967	1.700
14.785	1.524	80522.238	245.394	3.385	7412.354	2.581
14.802	1.525	79863.602	250.064	3.310	7514.319	3.035
14.820	1.526	79256.294	239.563	1.222	7492.220	2.101
14.837	1.527	80009.471	190.143	1.362	7386.476	2.557
14.854	1.528	79066.077	232.191	2.053	7260.454	2.501
14.871	1.529	77771.538	235.098	1.862	7271.153	1.500
14.888	1.530	77062.175	211.658	1.277	7302.226	3.167
14.905	1.531	79790.244	246.722	1.538	7675.346	2.788
14.923	1.532	78836.114	220.063	2.367	7434.037	2.042
14.940	1.533	78551.089	273.456	2.162	7380.721	4.058
14.957	1.534	76863.098	255.558	1.909	7176.018	2.170
14.975	1.535	75352.128	179.609	2.248	7544.163	1.990
14.992	1.536	77947.860	213.684	2.428	7287.879	2.119
15.009	1.537	77319.206	215.867	2.133	6974.792	2.912
15.026	1.538	76806.472	215.204	2.211	7113.332	1.977
15.044	1.539	78189.962	194.074	1.065	7018.872	3.129
15.061	1.540	76216.882	198.092	1.524	7351.667	1.929
15.078	1.541	77711.108	226.343	1.367	7051.711	2.503
15.095	1.542	77568.128	259.252	0.842	7055.740	3.157
15.112	1.543	76129.135	230.293	1.206	7046.997	0.864
15.129	1.544	77175.650	241.041	1.689	7144.339	4.124
15.146	1.545	77000.917	175.459	0.863	7184.943	1.270
15.163	1.546	76904.468	252.609	1.374	6942.667	2.282
15.180	1.547	76036.754	254.898	1.189	6997.991	1.583
15.196	1.548	75652.947	272.269	1.506	6953.746	1.590
15.212	1.549	76386.515	228.541	0.859	7062.652	2.195
15.228	1.550	77870.715	250.907	2.150	7033.025	3.217
15.244	1.551	78676.215	158.530	2.426	7487.356	2.098
15.260	1.552	77519.498	225.519	1.179	7372.040	1.961
15.275	1.553	77540.340	247.064	2.293	7357.197	3.080
15.291	1.554	76245.798	209.968	1.295	6981.235	1.509
15.306	1.555	77464.404	181.628	1.336	7226.382	1.801
15.321	1.556	77187.550	211.172	1.444	7061.676	2.705
15.336	1.557	76394.840	203.151	1.633	7191.222	1.783
15.352	1.558	76964.071	266.888	2.091	7239.411	1.721
15.367	1.559	77154.931	196.884	2.585	7357.531	2.748
15.382	1.560	75905.784	280.799	2.293	6906.502	1.550
15.397	1.561	76989.517	246.521	1.584	7016.442	2.586
15.412	1.562	75578.951	215.389	2.882	7076.170	2.643
15.427	1.563	75391.566	296.307	1.168	6908.108	1.553
15.442	1.564	74731.271	223.886	1.722	7033.091	1.146
15.457	1.565	76469.835	244.329	1.876	6961.810	3.111
15.473	1.566	74697.065	263.643	1.374	6885.756	2.208
15.488	1.567	76766.079	201.021	1.844	7053.378	2.241
15.503	1.568	74369.521	198.825	2.596	7091.249	2.131
15.518	1.569	73885.100	173.820	1.317	7117.651	1.813
15.534	1.570	73351.715	195.974	1.764	6905.455	1.770
15.549	1.571	73334.696	189.232	1.310	6992.976	2.109
15.564	1.572	73644.840	210.463	1.567	6864.327	1.993
15.580	1.573	69920.355	248.826	1.851	6115.256	1.572
15.595	1.574	71158.533	214.898	1.185	6147.701	2.415
15.610	1.575	68816.402	199.373	1.441	6003.711	2.047
15.626	1.576	69938.445	251.477	2.929	6408.319	4.377
15.641	1.577	68317.227	186.727	3.476	6282.401	1.657
15.656	1.578	68634.001	239.338	2.558	6107.641	2.413
15.672	1.579	66611.204	220.331	3.878	6384.005	1.994
15.687	1.580	66309.072	173.143	1.442	5938.714	1.691
15.702	1.581	64795.326	218.179	1.745	5941.948	1.762
15.717	1.582	62372.174	152.613	2.324	5590.088	1.845
15.733	1.583	62016.982	196.709	2.190	5386.099	2.220
15.748	1.584	59240.627	261.122	2.537	5142.979	2.731
15.764	1.585	60907.526	165.773	2.114	5437.787	1.347
15.779	1.586	61825.317	198.529	1.236	5540.815	2.155
15.794	1.587	60451.869	167.863	2.296	5490.603	1.623
15.810	1.588	59644.897	200.358	0.968	5622.640	1.662
15.825	1.589	60634.991	164.044	1.031	5811.092	2.269
15.840	1.590	60185.514	207.061	1.427	5341.333	1.967
15.855	1.591	58535.036	169.298	1.940	5408.605	2.266
15.871	1.592	58609.787	189.061	1.566	5247.367	1.767
15.886	1.593	56212.698	174.570	1.350	5019.670	1.592
15.902	1.594	54840.329	160.677	1.410	5029.529	1.460
15.917	1.595	55807.428	177.863	1.647	4960.425	1.777
15.932	1.596	54845.476	156.665	2.054	5148.947	1.925
15.948	1.597	53101.310	155.529	1.511	4687.573	1.160
15.963	1.598	55707.779	186.173	1.372	4927.651	1.738
15.978	1.599	56998.392	131.570	1.713	5127.183	1.889
15.992	1.600	58704.061	184.127	1.622	5190.536	2.252
16.007	1.601	58256.543	198.314	0.962	5007.519	2.522
16.022	1.602	55384.593	140.175	1.019	5174.300	1.324
16.037	1.603	58112.735	198.283	0.800	5064.853	1.152
16.051	1.604	52632.571	170.503	1.339	4763.876	2.256
16.066	1.605	52806.111	161.816	1.567	4673.346	1.337
16.081	1.606	49934.079	166.356	1.518	4497.054	2.105
16.096	1.607	48663.258	166.181	1.010	4463.547	1.320
16.111	1.608	48835.175	253.308	1.695	4864.555	1.686
16.126	1.609	49273.424	199.821	3.278	4693.533	1.745
16.141	1.610	49917.727	179.600	2.466	4613.282	1.776
16.156	1.611	49674.455	158.084	1.613	4672.566	1.443
16.171	1.612	51367.652	218.515	2.609	4632.078	2.769
16.186	1.613	49600.818	194.576	2.679	4902.213	2.001
16.201	1.614	50169.320	158.355	2.442	4986.858	2.563
16.216	1.615	50983.078	165.993	1.734	4869.982	2.393
16.230	1.616	49587.001	194.691	2.981	4705.466	2.262
16.245	1.617	48809.155	173.526	2.610	4644.407	2.966
16.260	1.618	50003.646	196.680	1.692	4713.767	2.637
16.275	1.619	49352.930	205.839	2.485	4744.839	1.649
16.290	1.620	50359.628	196.138	0.850	4734.041	2.130
16.305	1.621	51881.597	172.329	1.220	5039.967	3.285
16.320	1.622	52056.220	190.739	2.242	5178.897	2.613
16.335	1.623	49961.443	182.228	1.977	4919.019	1.798
16.350	1.624	51592.351	221.132	2.456	5337.586	2.340
16.365	1.625	51326.130	225.980	1.246	5129.190	1.397
16.380	1.626	53643.353	263.329	1.239	5272.791	1.214
16.395	1.627	54132.730	265.922	2.559	5182.727	2.404
16.410	1.628	54137.541	273.503	2.880	5590.035	2.929
16.425	1.629	56019.500	264.965	2.336	5376.049	3.235
16.439	1.630	54650.410	229.790	4.154	5283.273	2.674
16.454	1.631	51475.533	230.468	2.660	4908.341	2.247
16.469	1.632	53995.345	243.080	1.716	5225.613	3.086
16.484	1.633	55114.838	223.731	1.723	5262.311	2.788
16.499	1.634	52841.474	287.023	3.262	5163.798	3.421
16.514	1.635	57485.075	250.310	2.444	5467.130	2.320
16.529	1.636	53087.554	188.309	1.185	5078.591	1.612
16.544	1.637	54567.188	189.516	1.245	4922.786	2.169
16.559	1.638	52902.449	181.644	1.217	4829.277	2.231
16.574	1.639	52103.390	192.265	1.343	4801.862	2.090
16.589	1.640	50879.054	214.084	1.361	4650.768	2.174
16.604	1.641	53028.740	202.732	1.026	4982.733	1.280
16.618	1.642	55724.856	221.832	1.374	5264.669	4.584
16.633	1.643	56988.266	219.821	1.036	5357.269	1.933
16.648	1.644	58659.931	210.187	1.397	5349.574	2.267
16.663	1.645	58732.924	261.294	0.987	5152.231	1.339
16.678	1.646	57009.850	195.611	1.608	5441.306	2.472
16.693	1.647	59277.779	231.153	1.492	5594.472	3.589
16.708	1.648	58160.425	220.992	0.711	5231.062	0.975
16.722	1.649	59114.355	215.128	1.498	5296.565	1.378
16.737	1.650	59213.983	209.850	1.447	5405.755	3.066
16.751	1.651	59179.184	213.461	1.581	5625.679	1.215
16.766	1.652	59080.273	219.940	0.937	5312.641	1.908
16.780	1.653	59262.025	242.124	1.235	5643.431	2.147
16.794	1.654	58944.700	220.116	2.014	5414.378	1.881
16.809	1.655	63020.022	267.592	1.213	5639.685	3.385
16.823	1.656	61302.006	298.009	2.138	5838.533	2.276
16.837	1.657	59811.782	272.189	1.857	5821.389	2.417
16.852	1.658	61539.565	318.387	3.358	6118.849	2.157
16.866	1.659	62299.485	284.622	1.791	6283.317	1.521
16.880	1.660	66057.115	343.774	4.583	6560.052	2.617
16.894	1.661	64608.917	234.162	0.841	5829.615	3.266
16.908	1.662	64346.241	262.107	1.270	5896.518	1.851
16.922	1.663	67213.453	282.580	2.638	6324.434	3.519
16.937	1.664	67789.631	245.959	1.815	6372.808	2.841
16.951	1.665	67333.658	251.506	1.491	6293.803	1.043
16.966	1.666	69837.683	253.566	0.996	6546.704	2.444
16.980	1.667	68974.296	245.230	1.360	6589.563	2.163
16.994	1.668	69584.591	254.690	1.297	6462.461	1.159
17.008	1.669	68589.742	226.008	1.574	6413.576	1.341
17.023	1.670	67661.683	223.326	1.381	6401.948	1.876
17.037	1.671	72996.959	274.451	0.990	6623.940	2.653
17.051	1.672	72376.870	211.439	1.302	7021.083	1.576
17.065	1.673	70978.052	242.126	1.528	6740.045	2.391
17.080	1.674	70694.929	276.807	1.153	6914.503	2.035
17.094	1.675	71233.673	251.529	0.995	6944.634	0.841
17.108	1.676	73312.492	256.337	1.703	6915.819	2.291
17.123	1.677	74643.579	283.434	1.124	6802.698	0.914
17.137	1.678	71729.294	215.506	1.473	6862.494	1.173
17.151	1.679	72789.452	267.478	1.912	6823.763	2.003
17.166	1.680	74556.562	268.998	1.061	6659.332	1.241
17.180	1.681	73486.186	249.589	0.974	6689.996	1.968
17.195	1.682	72389.092	226.740	1.316	6721.881	1.187
17.209	1.683	72260.850	267.451	0.907	6728.232	1.287
17.224	1.684	74629.784	236.146	1.125	6895.063	2.626
17.238	1.685	73063.265	229.167	1.231	6672.959	1.884
17.253	1.686	73364.163	193.425	1.238	6774.228	2.450
17.267	1.687	74287.929	235.732	1.784	6824.235	2.414
17.282	1.688	73506.931	202.751	0.957	6772.127	2.459
17.296	1.689	74726.183	230.114	1.468	6785.771	2.506
17.311	1.690	72997.085	235.620	1.079	6730.704	2.564
17.326	1.691	74048.029	189.402	0.793	6668.801	0.928
17.340	1.692	74805.394	251.466	1.264	6731.314	2.665
17.355	1.693	73780.092	198.560	1.338	6700.623	1.336
17.369	1.694	73457.195	177.000	1.964	6763.371	0.751
17.384	1.695	75627.015	291.443	1.120	6807.106	0.859
17.399	1.696	76032.479	236.833	2.040	7164.783	2.704
17.413	1.697	75724.371	257.812	1.362	6828.964	1.467
17.428	1.698	76087.167	255.320	1.492	6636.513	2.508
17.444	1.699	75626.087	249.788	1.374	6759.346	1.609
17.459	1.700	75238.908	255.051	2.104	6513.836	1.429
17.475	1.701	76151.971	304.618	1.711	6548.604	2.103
17.490	1.702	76813.417	255.951	0.806	6629.186	2.877
17.506	1.703	75732.220	265.398	2.070	6627.751	1.343
17.522	1.704	75767.778	199.819	1.462	6827.471	0.821
17.539	1.705	76472.578	200.730	1.815	6845.386	1.872
17.555	1.706	75926.999	205.925	1.272	6591.008	1.726
17.571	1.707	75283.015	207.965	0.622	6697.015	1.813
17.587	1.708	73625.985	197.617	0.935	6542.406	1.288
17.603	1.709	74047.464	233.435	1.123	6540.310	2.038
17.619	1.710	73346.715	236.982	1.158	6598.586	1.464
17.635	1.711	74449.200	223.169	0.639	6424.472	1.349
17.651	1.712	72812.549	258.070	1.196	6319.775	0.611
17.667	1.713	74674.405	220.945	1.474	6653.112	1.274
17.683	1.714	76276.670	259.038	1.376	6629.726	2.309
17.699	1.715	74965.422	251.899	1.997	6661.823	2.962
17.715	1.716	73994.213	256.615	1.448	6550.096	2.002
17.731	1.717	74651.285	310.320	2.370	6810.708	2.591
17.747	1.718	75161.088	282.853	1.224	6895.217	3.943
17.762	1.719	73652.013	235.136	1.255	6614.651	1.437
17.778	1.720	73686.675	249.663	1.589	6703.693	2.878
17.794	1.721	73685.886	209.485	1.402	6772.814	1.864
17.810	1.722	75227.025	279.676	1.440	6608.859	1.682
17.825	1.723	74150.257	227.593	1.724	6891.945	1.943
17.841	1.724	74580.355	187.190	1.886	6826.657	1.562
17.857	1.725	75416.269	240.425	1.997	6507.841	0.764
17.872	1.726	75902.497	201.974	1.782	6543.201	2.583
17.888	1.727	75526.993	254.654	1.206	6677.205	1.938
17.904	1.728	74691.228	203.675	1.049	6485.251	0.992
17.920	1.729	76224.426	205.886	1.897	6598.863	3.260
17.936	1.730	74623.578	256.579	0.906	6542.836	1.132
17.951	1.731	75295.493	251.091	1.052	6619.933	2.355
17.967	1.732	75524.507	223.031	1.596	6702.784	2.422
17.983	1.733	75830.477	151.103	1.245	6914.359	1.117
17.999	1.734	77523.077	236.293	1.997	6784.405	2.405
18.015	1.735	77705.666	225.376	1.789	6651.802	2.174
18.030	1.736	77107.274	242.533	1.245	6621.586	1.140
18.046	1.737	75609.769	277.258	1.871	6527.485	1.120
18.062	1.738	76586.616	231.027	1.774	6567.811	0.824
18.078	1.739	77285.797	236.893	1.642	6624.221	1.574
18.093	1.740	77406.751	260.508	1.988	6697.569	1.940
18.109	1.741	77248.401	230.341	2.477	6913.573	1.606
18.125	1.742	74411.038	237.935	1.948	6732.390	2.431
18.140	1.743	75146.994	253.023	2.203	6617.554	1.410
18.156	1.744	74936.646	256.279	1.982	6675.800	1.932
18.172	1.745	75236.149	201.193	1.968	6848.735	1.620
18.187	1.746	75628.374	239.827	1.298	6753.979	1.810
18.203	1.747	73111.307	241.134	1.347	6662.089	1.441
18.219	1.748	74098.794	191.080	1.242	6805.886	2.167
18.235	1.749	74547.206	246.869	1.025	6635.664	0.824
18.251	1.750	75594.633	215.587	0.942	6621.678	1.295
18.267	1.751	75234.031	268.096	1.493	6541.316	1.869
18.283	1.752	75767.119	216.622	1.647	6753.571	1.802
18.299	1.753	76411.717	207.778	0.940	6773.860	1.023
18.315	1.754	76786.202	224.337	0.970	6575.075	1.630
18.330	1.755	78071.028	214.452	1.207	6757.018	1.344
18.346	1.756	77079.223	269.778	1.731	6506.080	1.587
18.362	1.757	77243.244	281.952	1.385	6577.185	1.270
18.378	1.758	77882.789	209.028	1.213	6774.582	1.736
18.394	1.759	78316.969	256.150	0.904	6365.354	2.184
18.410	1.760	76695.841	217.679	1.287	6439.426	1.543
18.426	1.761	77104.553	202.754	0.787	6326.206	0.718
18.442	1.762	75255.980	219.168	0.817	6288.584	0.949
18.458	1.763	74554.418	236.304	0.653	6293.631	1.393
18.474	1.764	74281.157	206.356	0.809	6558.150	1.370
18.491	1.765	74755.233	226.567	1.041	6332.069	1.645
18.507	1.766	75387.561	198.157	1.106	6539.932	0.969
18.523	1.767	73700.897	250.082	0.925	6439.645	1.350
18.539	1.768	74332.649	225.586	0.850	6487.293	1.410
18.555	1.769	73844.922	265.045	1.749	6513.077	1.783
18.571	1.770	74446.386	227.980	1.266	6864.539	1.552
18.587	1.771	76867.245	224.721	0.842	6527.707	1.578
18.603	1.772	74559.653	261.872	0.891	6380.007	2.206
18.619	1.773	74230.363	201.340	1.040	6577.466	1.130
18.635	1.774	74482.221	251.165	1.028	6501.366	1.990
18.652	1.775	74458.394	191.374	0.910	6552.850	1.503
18.668	1.776	75658.967	232.660	1.604	6733.043	2.279
18.684	1.777	74748.880	216.759	0.804	6620.572	1.341
18.700	1.778	76046.092	180.331	0.886	6608.895	1.255
18.717	1.779	73383.048	221.945	1.087	6654.816	1.259
18.733	1.780	73980.302	210.880	2.044	6748.247	2.060
18.749	1.781	72539.295	228.303	1.347	6601.034	2.517
18.765	1.782	72482.119	200.689	2.827	6529.678	3.716
18.781	1.783	73756.711	216.924	1.433	6661.538	1.806
18.798	1.784	70525.384	211.038	1.137	6520.108	1.849
18.814	1.785	72550.228	198.560	1.372	6863.206	1.352
