/* DATA DESCRIPTION:
Citation:	Hennekam, Rick; Van der Bolt, Bregje; Van Nes, Egbert H; de Lange, Gert J; Scheffer, Marten; Reichart, Gert-Jan (2020): Calibrated XRF-scanning data (mm resolution) for elements Al, Ba, Mo, Ti, and U in Mediterranean core MS66PC. PANGAEA, https://doi.org/10.1594/PANGAEA.923193, 
	In: Hennekam, R et al. (2020): Calibrated XRF-scanning data (mm resolution) and calibration data (ICP-OES and ICP-MS) for elements Al, Ba, Mo, Ti, and U in Mediterranean cores MS21, MS66, and 64PE406E1. PANGAEA, https://doi.org/10.1594/PANGAEA.923197
Keyword(s):	geochemistry; Mediterranean Sea; sapropels; trace elements; XRF-scanning
Project(s):	Geochemical scanning of climate change analogues to assess future hypoxia in restricted basins (SCANALOGUE) (URI: https://www.nioz.nl/en/research/projects/4267-0)
Coverage:	LATITUDE: 33.031670 * LONGITUDE: 31.798730
	DATE/TIME START: 2004-07-11T12:12:52 * DATE/TIME END: 2004-07-11T12:12:52
	MINIMUM DEPTH, sediment/rock: 0.395 m * MAXIMUM DEPTH, sediment/rock: 6.305 m
Event(s):	MS66PC (MIMES_96) * LATITUDE: 33.031670 * LONGITUDE: 31.798730 * DATE/TIME: 2004-07-11T12:12:52 * ELEVATION: -1630.0 m * LOCATION: Nile Fan * CAMPAIGN: MIMES * BASIS: Pelagia (URI: https://www.nioz.nl/en/facilities/research-vessels/RV-pelagia) * METHOD/DEVICE: Piston corer (PC) * COMMENT: MS66PC Bottom
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com)
	DEPTH, sediment/rock [m] (Depth) * GEOCODE * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com)
	Aluminium [mg/kg] (Al) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Barium [mg/kg] (Ba) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Molybdenum [mg/kg] (Mo) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Titanium [mg/kg] (Ti) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
	Uranium [mg/kg] (U) * PI: Hennekam, Rick (https://orcid.org/0000-0002-8823-4519, rickhennekam@gmail.com) * METHOD/DEVICE: X-ray fluorescence (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	27445 data points
*/
Age [ka BP]	Depth [m]	Al [mg/kg]	Ba [mg/kg]	Mo [mg/kg]	Ti [mg/kg]	U [mg/kg]
44.339	2.127	68029.537	162.624	1.204	5485.614	1.503
44.363	2.128	70808.625	165.884	1.431	5303.621	1.464
44.387	2.129	68333.918	192.648	2.106	5445.418	2.956
44.411	2.130	69215.787	210.806	2.199	5515.383	2.398
44.435	2.131	72491.614	150.039	1.347	5342.340	1.095
44.459	2.132	68389.153	151.345	2.205	5553.342	0.667
44.484	2.133	66278.413	203.666	1.837	5534.577	1.815
44.508	2.134	65672.845	158.391	1.767	5472.943	1.432
44.532	2.135	65656.568	191.502	2.612	5409.699	1.754
44.556	2.136	65977.934	158.630	1.547	5567.753	1.917
44.580	2.137	67915.359	198.296	2.627	5391.164	1.999
44.604	2.138	71507.856	123.687	2.243	5286.944	1.054
44.628	2.139	70571.685	150.307	0.919	5343.605	1.387
44.652	2.140	70937.084	159.005	1.255	5320.056	1.299
44.676	2.141	68961.350	194.777	2.000	5246.185	1.341
44.700	2.142	65892.725	175.511	1.295	5353.189	2.617
44.724	2.143	65841.157	156.424	2.707	5375.846	2.129
44.748	2.144	64192.977	165.978	2.433	5224.792	1.698
44.772	2.145	64809.783	201.138	1.274	5254.298	2.662
44.796	2.146	65921.808	178.811	1.701	5497.173	1.796
44.820	2.147	65487.527	168.198	1.368	5391.800	1.973
44.844	2.148	64134.178	178.442	2.135	5290.995	2.581
44.868	2.149	64903.626	171.576	2.470	5518.107	2.205
44.892	2.150	65646.722	140.978	1.070	5494.045	2.434
44.916	2.151	66260.044	188.523	1.255	5409.427	2.289
44.941	2.152	65532.096	173.548	2.854	5529.037	2.188
44.965	2.153	67021.657	218.111	1.665	5484.832	3.265
44.989	2.154	65580.496	171.194	1.471	5532.234	2.514
45.013	2.155	66111.177	195.752	2.075	5374.557	3.988
45.037	2.156	64874.659	176.736	2.436	5474.469	2.922
45.061	2.157	65498.517	159.119	0.841	5412.400	0.768
45.085	2.158	65378.154	165.058	2.681	5484.015	2.715
45.157	2.161	66009.011	167.368	1.338	5427.312	2.714
45.181	2.162	66687.460	176.303	2.249	5649.597	4.368
45.205	2.163	66032.046	164.855	1.553	5598.910	2.422
45.229	2.164	66982.870	135.407	1.489	5627.887	3.992
45.253	2.165	65805.000	176.337	2.505	5645.190	2.616
45.277	2.166	65336.573	176.998	1.778	5549.731	2.561
45.301	2.167	67783.433	186.300	2.709	5699.512	3.836
45.325	2.168	66518.870	151.006	1.460	5669.514	2.979
45.349	2.169	66341.622	174.627	1.624	5509.249	2.580
45.373	2.170	65725.079	134.723	1.899	5614.640	1.948
45.397	2.171	64582.031	157.554	2.621	5628.212	3.600
45.422	2.172	66286.814	200.613	1.962	5681.958	4.968
45.446	2.173	67725.091	193.250	1.880	5771.996	3.328
45.470	2.174	67515.585	196.320	1.548	5633.865	2.829
45.494	2.175	66974.033	135.688	1.836	5881.504	2.514
45.518	2.176	67360.432	165.920	1.817	5711.421	3.550
45.542	2.177	64802.172	168.765	1.591	5720.741	1.813
45.566	2.178	66191.156	238.903	2.059	5496.505	4.440
45.590	2.179	66280.498	180.201	2.208	5856.499	1.829
45.614	2.180	65050.016	179.618	2.055	5668.123	4.556
45.638	2.181	65825.988	164.940	1.743	5618.629	3.324
45.662	2.182	64868.950	147.225	1.069	5453.062	2.835
45.686	2.183	66760.715	135.833	1.415	5806.247	1.439
45.710	2.184	65026.309	146.383	1.753	5682.632	2.207
45.734	2.185	66712.861	147.749	3.081	5871.648	3.520
45.758	2.186	68011.586	172.717	1.196	5769.237	1.694
45.782	2.187	65990.236	185.024	2.390	5555.429	2.456
45.806	2.188	65309.540	194.474	1.665	5474.001	3.707
45.830	2.189	67487.342	146.505	1.469	5680.373	2.926
45.854	2.190	63786.064	182.057	1.445	5454.408	1.787
45.878	2.191	62497.151	109.879	1.474	5418.744	1.577
45.903	2.192	63642.096	159.195	2.279	5398.828	2.517
45.927	2.193	66336.256	152.378	1.395	5555.293	1.530
45.951	2.194	65817.428	177.136	1.545	5553.929	1.196
45.975	2.195	66782.392	210.135	1.714	5568.549	3.779
45.999	2.196	65080.987	165.852	1.633	5644.671	2.487
46.023	2.197	66771.104	193.713	1.927	5568.681	3.597
46.047	2.198	68247.708	222.304	1.803	5579.541	1.403
46.071	2.199	67689.659	150.868	1.290	5784.564	0.911
46.095	2.200	67180.665	185.350	1.806	5653.083	3.656
46.119	2.201	65704.244	134.222	1.569	5814.435	1.148
46.143	2.202	65991.621	236.531	1.581	5516.268	1.245
46.167	2.203	67494.820	190.606	1.083	5679.843	1.991
46.191	2.204	67780.915	187.475	2.063	5565.852	2.352
46.215	2.205	65367.633	188.770	2.808	5524.752	1.640
46.239	2.206	66859.323	164.622	1.531	5767.851	2.827
46.263	2.207	66323.058	161.303	2.223	5602.631	2.355
46.287	2.208	65260.193	186.310	2.054	5337.341	3.164
46.311	2.209	63933.219	139.908	1.508	5521.096	1.340
46.335	2.210	63762.928	165.917	1.118	5500.822	2.556
46.359	2.211	63882.585	151.061	1.596	5440.226	2.150
46.384	2.212	62429.775	160.819	2.225	5456.309	1.660
46.408	2.213	63249.236	163.915	1.970	5305.343	3.262
46.432	2.214	61563.975	162.105	1.566	5367.611	1.532
46.456	2.215	63234.859	167.434	1.641	5419.116	2.056
46.480	2.216	65787.455	164.467	1.036	5497.267	1.450
46.504	2.217	62421.898	135.561	1.805	5459.938	1.635
46.528	2.218	62928.932	166.400	1.623	5388.726	1.809
46.552	2.219	63297.844	201.640	1.381	5437.854	1.656
46.576	2.220	64564.315	165.300	2.079	5403.937	2.507
46.600	2.221	63648.638	132.278	1.312	5443.565	1.946
46.624	2.222	63626.445	177.845	2.831	5287.125	3.327
46.648	2.223	63452.395	163.142	2.035	5277.842	2.755
46.672	2.224	64146.689	189.239	2.565	5482.670	2.494
46.696	2.225	63457.644	186.620	1.449	5228.406	2.882
46.720	2.226	62143.229	176.055	2.559	5385.777	1.599
46.744	2.227	63210.916	163.747	1.768	5361.213	2.130
46.768	2.228	63851.119	179.846	1.782	5453.639	2.349
46.792	2.229	63389.510	170.194	1.710	5341.078	1.025
46.816	2.230	62338.480	132.959	2.334	5440.033	1.064
46.841	2.231	63541.866	182.582	1.440	5308.457	1.601
46.865	2.232	63050.138	176.232	2.469	5419.529	1.714
46.889	2.233	62199.000	157.252	1.392	5261.929	1.592
46.913	2.234	63048.480	157.820	1.801	5377.139	2.283
46.937	2.235	62636.639	105.575	1.519	5483.926	1.120
46.961	2.236	62234.700	166.763	1.512	5406.936	1.750
46.985	2.237	61421.855	169.265	1.832	5150.297	3.037
47.009	2.238	63537.329	168.375	1.339	5247.573	2.082
47.033	2.239	61596.267	153.104	1.683	5180.300	1.341
47.057	2.240	62868.705	170.207	1.820	5179.608	1.203
47.081	2.241	61158.703	165.375	2.051	5081.755	2.067
47.105	2.242	61168.705	140.679	1.307	5204.565	1.575
47.129	2.243	61635.132	159.634	1.765	5178.794	1.787
47.153	2.244	61607.619	156.972	1.608	5296.658	1.215
47.177	2.245	62382.058	208.391	2.115	5178.056	1.589
47.201	2.246	63124.823	187.928	1.350	5332.794	1.638
47.225	2.247	61427.390	125.018	1.505	5309.055	1.770
47.249	2.248	61642.000	144.752	0.941	5112.236	1.270
47.273	2.249	59193.712	122.269	1.726	5013.478	1.823
47.297	2.250	61128.113	150.145	2.675	5120.888	2.290
47.322	2.251	61304.318	166.149	2.317	5123.160	1.573
47.346	2.252	61079.788	165.540	2.196	5153.612	3.118
47.370	2.253	59729.389	140.160	1.530	5100.490	1.507
47.394	2.254	59726.403	144.878	1.465	4999.216	1.687
47.418	2.255	62394.242	197.490	1.509	5000.730	2.702
47.442	2.256	61555.116	164.849	1.212	5032.368	1.648
47.466	2.257	61590.648	142.715	2.123	5240.120	1.351
47.490	2.258	64108.134	160.922	1.183	5312.679	2.407
47.514	2.259	63810.934	136.899	1.795	5328.841	1.679
47.538	2.260	62822.876	111.794	1.868	5126.918	1.048
47.562	2.261	62471.002	133.454	2.381	5005.066	1.552
47.586	2.262	62437.996	182.800	2.062	4932.227	1.122
47.610	2.263	63552.339	155.340	1.700	4961.913	1.337
47.634	2.264	64243.876	175.361	1.231	5053.028	0.751
47.658	2.265	62486.951	166.154	1.873	4854.266	1.529
47.682	2.266	59098.279	160.443	1.574	4734.138	0.818
47.706	2.267	60711.814	147.859	1.929	4865.454	0.797
47.730	2.268	60274.651	140.372	1.640	4899.700	1.527
47.754	2.269	61457.536	168.887	2.131	4878.491	1.077
47.778	2.270	62463.293	139.642	2.243	5129.546	1.723
47.803	2.271	61622.663	157.753	1.237	5013.013	1.109
47.827	2.272	62006.055	151.196	1.757	5131.069	1.118
47.851	2.273	62594.363	161.475	1.750	4939.929	1.709
47.875	2.274	63567.767	168.160	1.468	5156.318	1.182
47.899	2.275	63864.192	113.251	1.085	5343.883	1.147
47.923	2.276	63089.375	195.219	1.638	5092.913	2.310
47.947	2.277	60631.106	144.663	2.785	5087.392	1.444
47.971	2.278	61312.999	179.332	1.045	5113.865	1.450
47.995	2.279	63628.589	209.134	1.864	4997.565	1.662
48.019	2.280	63745.821	159.283	1.739	5142.926	1.646
48.043	2.281	64909.364	165.430	1.877	5204.692	1.912
48.067	2.282	63596.937	166.971	2.902	5126.180	1.858
48.091	2.283	63044.213	165.227	1.904	5129.509	1.185
48.115	2.284	63593.681	164.657	1.502	5271.051	1.837
48.139	2.285	62895.399	204.795	1.426	5133.972	0.821
48.163	2.286	63596.141	148.503	1.174	5337.800	1.959
48.187	2.287	64785.746	163.790	1.512	5212.297	1.281
48.211	2.288	62194.612	172.536	1.566	5185.369	1.704
48.235	2.289	62894.386	169.227	2.722	5179.105	1.325
48.259	2.290	63036.315	201.486	2.283	5101.233	1.424
48.284	2.291	61424.264	167.620	2.020	5171.877	0.816
48.308	2.292	64168.507	200.617	1.902	5226.475	1.292
48.332	2.293	60705.471	191.092	1.686	5169.211	1.395
48.356	2.294	59367.164	174.052	1.754	5169.077	0.999
48.428	2.297	59805.513	219.288	2.118	5025.678	2.313
48.452	2.298	58332.426	253.736	2.223	4768.848	1.014
48.476	2.299	58751.525	184.645	1.472	4995.524	2.366
48.500	2.300	59582.802	229.417	1.712	4755.260	3.551
48.524	2.301	58853.978	250.225	2.116	4841.850	2.808
48.548	2.302	60187.452	170.096	2.475	5034.741	1.918
48.572	2.303	60712.166	166.694	1.138	5040.496	2.383
48.596	2.304	61052.133	167.411	1.655	5091.333	1.173
48.620	2.305	61165.084	139.536	2.162	5049.675	2.673
48.644	2.306	62347.675	196.013	1.718	4993.777	1.062
48.668	2.307	64784.647	163.192	1.609	5083.430	1.997
48.692	2.308	63429.795	198.612	2.300	5016.992	1.572
48.716	2.309	63063.015	160.415	1.531	5113.129	1.953
48.741	2.310	63120.037	195.240	1.920	4999.601	1.167
48.765	2.311	64161.419	193.645	2.195	5165.900	1.756
48.789	2.312	64930.546	184.523	2.384	5188.186	1.387
48.813	2.313	61908.966	209.088	1.322	4931.453	1.481
48.837	2.314	64058.920	196.124	2.354	5121.747	1.251
48.861	2.315	60259.929	197.011	1.723	4776.339	2.119
48.885	2.316	61632.122	211.654	1.540	5003.565	1.540
48.909	2.317	62744.647	189.726	1.905	5149.924	1.823
48.933	2.318	62952.899	155.908	1.972	5264.065	0.957
48.957	2.319	63169.075	163.269	1.254	5215.785	1.490
48.981	2.320	64988.797	164.460	1.916	5271.986	2.569
49.005	2.321	64875.900	167.416	1.511	5376.114	1.929
49.029	2.322	65271.101	198.320	1.279	5321.280	1.771
49.053	2.323	65271.049	189.263	1.079	5236.745	2.339
49.077	2.324	64181.093	159.869	2.325	5361.673	1.032
49.101	2.325	66067.717	201.937	1.689	5262.816	1.791
49.125	2.326	64120.861	218.901	1.262	5207.804	1.543
49.149	2.327	62186.420	197.574	2.855	5160.172	1.665
49.173	2.328	64109.786	165.578	1.664	5305.483	2.520
49.197	2.329	60668.572	152.065	1.489	5403.327	1.474
49.222	2.330	62584.564	185.105	1.162	5260.590	2.427
49.246	2.331	63073.871	194.198	1.713	5214.216	1.837
49.270	2.332	63640.052	225.427	1.798	5267.498	1.720
49.294	2.333	62436.420	193.580	1.814	5307.209	1.498
49.318	2.334	64812.591	188.616	2.358	5208.534	2.367
49.342	2.335	66286.681	148.492	1.987	5362.253	0.732
49.366	2.336	65694.363	189.774	2.338	5189.118	0.981
49.390	2.337	63645.560	198.067	1.286	5088.948	1.079
49.414	2.338	64401.055	173.043	1.554	5346.699	1.969
49.438	2.339	65075.530	156.569	1.635	5319.269	2.125
49.462	2.340	63593.699	126.712	1.640	5248.727	1.785
49.486	2.341	62380.246	189.033	1.200	4968.988	0.987
49.510	2.342	64879.867	197.314	1.332	5172.623	1.745
49.534	2.343	65465.642	179.667	1.109	5234.808	0.786
49.558	2.344	65207.104	145.574	1.630	5275.132	1.009
49.582	2.345	66197.268	185.037	1.500	5168.499	0.983
49.606	2.346	66118.093	149.771	1.745	5187.796	1.013
49.630	2.347	66758.194	175.109	1.487	5115.818	1.607
49.654	2.348	64326.763	149.529	1.361	5131.475	1.060
49.678	2.349	67228.228	173.882	0.941	5022.151	1.656
49.703	2.350	66796.260	167.090	0.978	4934.507	1.122
49.727	2.351	64191.546	198.535	1.493	4985.423	1.135
49.751	2.352	67163.061	192.449	1.333	4976.325	1.441
49.775	2.353	67262.149	177.837	1.631	4917.881	1.335
49.799	2.354	67713.330	195.280	1.140	4973.637	1.188
49.823	2.355	67119.277	217.154	1.385	5026.888	1.529
49.847	2.356	68040.927	182.118	1.477	5173.498	1.191
49.871	2.357	67726.655	117.020	0.937	5127.751	0.589
49.895	2.358	67242.233	177.729	1.237	5112.316	1.620
49.919	2.359	65562.193	180.975	1.674	5079.909	1.823
49.943	2.360	64771.034	145.342	1.737	4936.834	1.090
50.184	2.370	63346.881	190.563	2.666	5393.032	3.031
50.208	2.371	62138.390	208.534	2.257	5407.096	2.439
50.232	2.372	62250.205	195.810	1.740	5317.886	1.667
50.256	2.373	61744.434	178.283	2.123	5460.744	1.658
50.280	2.374	64735.706	177.001	2.089	5672.280	1.434
50.304	2.375	55165.538	177.265	4.746	5024.891	2.715
50.328	2.376	51889.775	119.567	3.847	4744.325	0.834
50.352	2.377	64877.828	137.354	4.095	5965.265	2.067
50.376	2.378	63629.696	173.994	4.418	5894.838	3.625
50.400	2.379	62785.550	179.093	3.540	5765.849	3.447
50.424	2.380	63009.597	223.134	3.118	5495.648	3.084
50.448	2.381	62895.116	199.618	2.036	5701.589	1.962
50.472	2.382	63062.503	261.926	2.610	5687.937	1.373
50.496	2.383	64003.123	218.897	4.060	5724.553	2.470
50.520	2.384	62136.271	183.444	1.529	5581.051	1.473
50.544	2.385	65345.989	272.541	1.762	5478.723	4.085
50.568	2.386	61281.470	191.628	2.958	5408.806	1.764
50.592	2.387	64412.791	244.495	1.459	5496.349	2.047
50.616	2.388	63898.513	245.527	2.163	5382.607	2.595
50.641	2.389	64508.836	271.495	3.305	5640.038	1.520
50.665	2.390	63860.333	249.917	1.820	5631.849	3.492
50.689	2.391	63416.367	247.757	1.457	5544.985	1.938
50.713	2.392	64191.685	265.363	1.892	5607.847	1.834
50.737	2.393	64685.002	245.673	3.518	5856.265	1.926
50.761	2.394	63965.144	219.611	2.319	5919.838	2.582
50.785	2.395	63448.048	200.440	2.928	5597.500	1.881
50.809	2.396	64866.533	223.400	1.963	5721.120	2.791
50.833	2.397	63778.824	204.723	1.775	5524.938	3.973
50.857	2.398	65088.428	242.976	1.828	5611.596	2.179
50.881	2.399	64230.597	227.627	2.697	5662.587	2.494
50.905	2.400	64990.021	241.553	1.824	5576.367	1.408
50.929	2.401	63186.572	216.804	2.850	5678.289	2.156
50.953	2.402	66271.192	200.797	2.963	5953.803	1.897
50.977	2.403	62756.015	249.458	3.016	5553.004	2.508
51.001	2.404	64165.725	217.689	2.647	5760.234	1.773
51.025	2.405	66025.206	207.468	4.105	5994.205	3.387
51.049	2.406	63984.186	233.456	3.546	5606.478	1.692
51.073	2.407	64456.750	196.460	2.183	5771.079	3.002
51.097	2.408	65218.092	203.047	1.981	5559.513	2.294
51.122	2.409	65283.286	251.064	2.142	5700.428	2.868
51.146	2.410	65000.825	200.780	1.666	5703.990	2.474
51.170	2.411	65485.913	187.416	2.921	5768.552	2.860
51.194	2.412	66236.034	232.524	1.428	5630.283	2.768
51.218	2.413	64754.363	208.737	2.747	5792.174	2.038
51.242	2.414	64406.771	227.098	1.672	5546.368	2.791
51.266	2.415	65021.686	215.384	1.742	5679.338	2.138
51.290	2.416	65065.160	237.192	1.890	5681.933	2.014
51.314	2.417	64769.627	211.137	1.127	5779.023	2.291
51.338	2.418	65881.866	215.724	2.844	5815.391	2.126
51.362	2.419	67222.146	222.791	1.498	5661.585	2.527
51.386	2.420	67556.915	236.928	2.425	5785.250	2.783
51.410	2.421	70309.083	241.068	1.869	5687.095	2.145
51.434	2.422	70819.148	186.655	2.031	5642.639	1.992
51.458	2.423	68470.396	221.107	3.731	5972.363	2.584
51.482	2.424	68276.298	201.821	2.067	5942.219	1.390
51.506	2.425	69012.985	223.173	2.644	5722.175	2.389
51.530	2.426	68563.046	237.988	2.200	5526.933	3.096
51.554	2.427	69240.165	265.387	1.547	5610.725	3.200
51.578	2.428	66983.144	165.291	1.792	5782.295	2.232
51.603	2.429	67812.354	252.420	1.223	5791.048	1.252
51.627	2.430	68772.603	290.106	2.319	5895.264	1.586
51.651	2.431	67669.948	218.924	2.874	6014.497	1.108
51.675	2.432	67648.741	219.213	1.776	5830.200	1.827
51.699	2.433	68876.315	211.106	3.900	5966.801	2.258
51.723	2.434	67902.833	246.467	2.284	5725.490	1.383
51.747	2.435	68106.488	218.491	1.827	5815.641	2.254
51.771	2.436	67973.453	201.624	2.596	5801.086	2.553
51.795	2.437	68500.951	219.834	1.766	5840.629	1.692
51.819	2.438	68348.858	201.668	1.762	5689.778	1.984
51.843	2.439	67632.035	199.229	1.420	5758.674	1.290
51.867	2.440	67491.305	243.852	1.850	5716.371	1.883
51.891	2.441	67423.404	200.894	1.952	5858.879	1.513
51.915	2.442	68576.792	223.408	2.369	5790.837	2.811
51.939	2.443	66276.113	198.703	2.490	5783.146	1.666
51.963	2.444	66211.680	237.786	2.852	5526.328	2.587
51.987	2.445	65598.830	289.068	2.145	5684.025	2.036
52.011	2.446	66189.879	222.450	2.591	5881.384	2.096
52.035	2.447	64199.633	190.330	2.562	5751.738	1.164
52.059	2.448	64954.688	201.159	1.313	5579.723	1.343
52.084	2.449	66218.146	195.294	1.487	5765.239	2.023
52.108	2.450	67274.385	251.332	1.212	5558.547	1.737
52.132	2.451	66367.684	210.826	1.231	5705.973	2.013
52.156	2.452	66675.818	209.284	2.039	5894.518	2.156
52.180	2.453	66081.658	161.179	2.101	5751.070	1.401
52.204	2.454	66752.606	198.577	2.638	5800.867	3.046
52.228	2.455	64200.415	156.118	1.787	5767.247	1.353
52.252	2.456	65331.106	214.290	1.988	5522.753	2.172
52.276	2.457	65076.719	176.980	2.441	5782.174	1.415
52.300	2.458	66966.679	204.814	1.613	5874.988	2.941
52.324	2.459	65297.039	187.575	3.365	5693.205	0.914
52.348	2.460	65820.955	177.330	2.722	5880.693	2.175
52.372	2.461	66636.358	259.435	1.605	5774.631	1.740
52.396	2.462	65925.455	172.011	2.216	5837.274	1.356
52.420	2.463	66738.682	211.120	2.482	5867.469	1.357
52.444	2.464	65509.810	170.274	1.682	5668.288	1.136
52.468	2.465	65373.472	183.334	1.505	5725.180	1.623
52.492	2.466	66382.349	166.056	2.039	5676.671	1.171
52.516	2.467	66527.355	218.745	2.138	5552.634	2.937
52.541	2.468	65150.998	166.485	1.417	5610.154	1.574
52.565	2.469	67243.038	207.115	1.993	5853.938	1.290
52.589	2.470	63051.763	220.928	2.978	5508.153	1.274
52.613	2.471	64977.695	259.906	1.818	5672.391	3.338
52.637	2.472	66779.291	185.477	2.279	5705.304	2.342
52.661	2.473	65678.189	215.866	1.307	5734.463	1.477
52.685	2.474	65716.783	226.200	2.129	5700.967	1.994
52.709	2.475	65772.169	174.213	2.297	6061.494	1.882
52.733	2.476	64967.933	181.188	2.167	5858.450	2.080
52.757	2.477	65481.041	196.256	2.075	5660.280	2.081
52.781	2.478	66452.227	221.651	1.851	5684.269	3.010
52.805	2.479	65743.191	202.973	2.957	5775.144	1.965
52.829	2.480	65476.277	223.569	2.330	5736.988	2.247
52.853	2.481	64579.624	178.660	2.094	5820.809	2.171
52.877	2.482	64008.790	191.308	2.224	5667.524	1.357
52.901	2.483	65466.837	217.740	2.580	5651.716	2.833
52.925	2.484	64652.621	220.533	2.115	5589.304	2.418
52.949	2.485	65831.844	173.227	1.675	5666.357	3.401
52.973	2.486	65059.997	203.242	1.966	5689.317	2.181
52.997	2.487	65489.066	193.616	2.407	5916.473	1.705
53.022	2.488	63935.870	202.657	2.138	5712.374	2.791
53.046	2.489	64432.671	222.574	2.998	5707.868	1.946
53.070	2.490	64786.524	213.681	2.447	5662.686	1.914
53.094	2.491	63617.161	256.188	3.188	5652.421	3.728
53.118	2.492	63525.438	179.790	2.390	5744.584	2.871
53.142	2.493	62991.036	210.879	2.139	5376.263	2.049
53.166	2.494	63711.197	213.809	1.035	5685.559	1.374
53.190	2.495	62321.657	206.894	1.815	5381.124	2.089
53.214	2.496	63004.167	176.468	2.575	5601.833	1.364
53.238	2.497	63274.197	204.301	2.201	5600.018	2.099
53.262	2.498	62915.665	212.164	2.883	5691.148	2.138
53.286	2.499	64840.996	211.284	1.905	5804.594	2.278
53.310	2.500	63747.553	254.337	2.521	5747.098	2.778
53.334	2.501	64207.744	218.386	2.762	5737.746	2.396
53.358	2.502	62841.833	150.877	2.437	5821.620	2.540
53.382	2.503	61782.324	211.911	2.662	5602.090	2.300
53.406	2.504	61286.843	203.232	1.938	5507.805	2.829
53.430	2.505	63788.180	208.622	1.805	5745.472	3.478
53.454	2.506	62799.120	237.049	1.767	5729.164	2.701
53.478	2.507	63512.622	207.848	1.819	5800.264	4.252
53.503	2.508	63490.532	184.192	1.840	5697.232	2.896
53.527	2.509	63277.870	225.919	3.757	5616.135	2.525
53.551	2.510	62384.935	236.439	1.893	5412.854	2.549
53.575	2.511	63169.645	188.096	1.676	5487.333	2.522
53.599	2.512	61256.926	168.732	1.737	5530.751	2.172
53.623	2.513	63048.710	183.164	2.086	5640.688	1.991
53.647	2.514	60991.105	212.376	2.375	5469.786	2.865
53.671	2.515	61343.393	257.903	1.292	5399.916	1.402
53.695	2.516	60738.283	156.428	1.916	5560.000	1.830
53.719	2.517	60743.883	197.530	2.501	5361.303	2.167
53.743	2.518	61565.946	185.973	2.679	5454.804	1.255
53.767	2.519	59396.661	157.854	1.509	5459.619	1.399
53.791	2.520	58589.977	211.709	2.154	5337.409	2.549
53.815	2.521	58813.503	159.601	2.187	5304.086	1.743
53.839	2.522	59102.403	211.815	2.532	5235.046	3.491
53.863	2.523	58981.233	184.472	1.707	5221.321	2.326
53.887	2.524	59246.356	137.145	1.506	5539.995	3.184
53.911	2.525	61790.584	236.085	2.094	5396.455	2.969
53.935	2.526	60822.948	162.838	2.255	5654.584	1.836
53.959	2.527	59647.825	168.806	1.725	5482.853	1.589
53.984	2.528	59520.449	159.351	1.763	5456.127	2.257
54.008	2.529	59365.940	147.571	2.015	5300.874	3.544
54.032	2.530	58955.670	183.325	2.137	5252.573	2.023
54.056	2.531	59557.329	219.341	2.166	5380.489	2.034
54.080	2.532	59102.973	179.696	2.363	5259.394	3.438
54.104	2.533	59682.646	153.911	2.282	5387.546	2.256
54.128	2.534	59466.011	183.169	2.547	5378.669	1.989
54.152	2.535	60157.597	198.921	1.272	5186.668	1.686
54.176	2.536	59489.663	186.962	2.580	5448.302	2.049
54.200	2.537	58738.908	247.061	2.372	5174.271	2.302
54.224	2.538	58214.931	238.256	1.463	5199.523	1.611
54.248	2.539	58611.704	202.065	1.104	5121.049	1.263
54.272	2.540	60059.521	186.121	1.736	5304.816	2.335
54.296	2.541	59968.938	189.629	0.757	5290.305	2.092
54.320	2.542	60371.646	241.163	1.449	5289.117	2.841
54.344	2.543	60090.868	232.591	1.727	5339.593	1.432
54.368	2.544	57645.009	154.733	2.321	5159.006	1.313
54.392	2.545	59399.684	155.615	2.768	5278.750	2.043
54.416	2.546	59288.462	244.809	2.007	5103.032	1.451
54.441	2.547	59978.075	219.897	1.502	5384.800	3.110
54.465	2.548	58876.049	253.418	1.714	4984.258	3.910
54.489	2.549	58698.058	198.345	2.193	5329.700	3.261
54.513	2.550	59439.376	214.765	1.796	5263.747	3.240
54.537	2.551	61415.336	235.046	1.250	5262.063	1.239
54.561	2.552	60300.893	138.160	2.066	5622.745	1.162
54.585	2.553	59054.088	189.437	1.402	5571.534	1.233
54.609	2.554	59777.075	182.859	2.854	5385.236	3.371
54.633	2.555	59008.469	186.593	2.256	5434.140	1.983
54.657	2.556	59435.836	183.771	2.098	5554.402	2.328
